Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2014,3,504846583174,-269160425258,255249970,-9065573830,0,-15789819025,-74006329913,-15714809960,121364875158,0,0,-406236760938,0,66208901742,0,0,-41943259031,0,-3019917689673,533421965261,2290398037,-163385004888,0,0,449539205,-2907747035127,0,224772569,0,-2907522262558,-73228121962,-3044903600,0,0,0,0,0,0,106675000,-76166350562,0,0,0,0,0,0,0,-2983688613120,4435874039242,1340087073,1453525513195
2014,4,485818857524,-301090140128,139647250,-39731534256,0,13335127621,-141033133719,1765304103,23200219272,0,0,-205556853427,0,-558529566462,0,-31704781637,-106955844611,0,2617935054349,1161003713870,1727666769,0,0,0,139955539825,3041075147948,0,0,0,3041075147948,-176192247002,11616014321,0,0,0,0,0,0,0,-164576232681,0,0,0,-148100000000,0,0,-148100000000,2728398915267,1453553423619,3691530878,4185643869764
2015,1,523710000000,-309880000000,64000000,9834000000,0,2092000000,-116595000000,-31256000000,77969000000,0,0,104127000000,0,-15761000000,0,0,-103165000000,0,-2110822000000,260964000000,6988000000,0,0,0,-8874000000,-1788574000000,0,0,0,-1788574000000,-25814000000,8141000000,0,0,0,0,0,15669000000,6721000000,4717000000,0,0,0,0,0,0,0,-1783857000000,4185644000000,-1103000000,2400684000000
2015,2,470738000000,-377480000000,2547000000,-8446000000,0,15490000000,-129720000000,-841000000,-24457000000,0,0,-268180000000,0,-520914000000,0,-6583000000,67438000000,0,1527158000000,990644000000,-11862000000,0,0,0,9493000000,1762737000000,0,-7689000000,0,1755048000000,-147403000000,-7768000000,0,0,0,0,0,0,0,-155171000000,0,0,0,0,0,0,0,1599877000000,2400684000000,-5967000000,3994594000000
2015,3,477464000000,-299935000000,3008000000,1826000000,0,-12515000000,-116071000000,172000000,54639000000,0,0,-286292000000,0,-1081150000000,0,-18030000000,-126501000000,0,-1618360000000,1854880000000,-1175000000,0,0,0,-8527000000,-1230516000000,0,-207000000,0,-1230723000000,17321000000,-373000000,0,0,0,0,0,0,0,16948000000,0,0,0,0,0,0,0,-1213775000000,3994594000000,-5010000000,2775809000000
2015,4,439560000000,-305870000000,3428000000,-13357000000,0,3917000000,-169973000000,-564000000,-42629000000,0,0,-21682000000,0,-1073692000000,0,0,130567000000,312218000000,592579000000,403821000000,-401000000,0,0,0,-5260000000,295521000000,0,7896000000,0,303417000000,-405100000000,14962000000,0,0,0,0,0,6331000000,-6331000000,-390138000000,0,0,0,0,0,0,0,-86721000000,2775809000000,12080000000,2701168000000
2016,1,522938000000,-314346000000,6582000000,2601000000,0,2251000000,-120341000000,0,99685000000,0,0,110037000000,0,152481000000,0,0,-88048000000,0,-77421000000,513937000000,-555000000,0,0,0,-59932000000,650184000000,0,0,0,650184000000,-6926000000,0,0,0,0,0,0,16009000000,6701000000,15784000000,0,0,0,0,0,0,0,665968000000,2701168000000,-1518000000,3365618000000
2016,2,549864000000,-399294000000,6947000000,18641000000,0,10101000000,-149272000000,-47049000000,-8934000000,0,-475110000000,-310192000000,0,-774471000000,0,0,164047000000,-312218000000,313675000000,937986000000,0,53508000000,0,0,50134000000,-361575000000,0,-11968000000,0,-373543000000,-187113000000,15285000000,0,0,0,0,0,0,473000000,-171355000000,0,0,0,-118480000000,0,0,-118480000000,-663378000000,3365618000000,-1498000000,2700742000000
2016,3,508402000000,-350800000000,7212000000,-50106000000,0,6654000000,-164709000000,-5103000000,-47529000000,0,475110000000,8025000000,0,-413590000000,0,0,-41728000000,0,-1218674000000,740070000000,0,-7223000000,0,0,3115000000,-502424000000,0,-471000000,0,-502895000000,-182405000000,131000000,0,0,0,0,0,0,0,-182274000000,0,0,0,0,0,0,0,-685169000000,2700740000000,-1725000000,2013846000000
2016,4,567803000000,-326648000000,10980000000,101459000000,0,-5243000000,-206371000000,-809000000,142878000000,0,0,696295000000,0,-2512875000000,0,-7575000000,-229789000000,200928000000,3263518000000,616331000000,0,-22446000000,0,0,49679000000,2196944000000,0,-164000000,0,2196780000000,-117853000000,193547000000,0,0,0,0,0,6700000000,-6700000000,75694000000,0,0,0,0,0,0,0,2272474000000,2013846000000,4743000000,4291063000000
2017,1,575721000000,-406983000000,10023000000,2353000000,0,-582000000,-139969000000,-19113000000,21941000000,0,-300000000000,296819000000,0,-1983275000000,0,0,-53203000000,-200928000000,211530000000,1678726000000,0,-5555000000,0,0,2501000000,-331444000000,0,0,0,-331444000000,-24394000000,37000000,0,0,0,0,0,0,0,-24357000000,0,0,0,0,0,0,0,-355801000000,4291065000000,-1262000000,3934002000000
2017,2,701005000000,-470739000000,3677000000,9018000000,0,8600000000,-186168000000,-17079000000,49735000000,0,0,169820000000,0,-1139531000000,0,-4521000000,31283000000,0,1151302000000,1051425000000,0,49337000000,0,0,-13239000000,1345611000000,0,-14017000000,0,1331594000000,-62681000000,22887000000,0,0,0,0,0,0,445000000,-39349000000,0,0,0,0,0,0,0,1292245000000,3934002000000,803000000,5227050000000
2017,3,648791000000,-458132000000,21001000000,2295000000,0,-59000000,-181436000000,-8906000000,26102000000,0,-880000000000,225537000000,0,-701726000000,0,0,4521000000,-24021000000,0,-353682000000,152441000000,0,9030000000,0,39269000000,-1502529000000,0,-361000000,0,-1502890000000,-3028000000,9532000000,0,0,0,0,0,0,0,6504000000,0,0,0,0,0,0,0,-1496386000000,5227050000000,-255000000,3730409000000
2017,4,711856000000,-448275000000,24375000000,-14167000000,0,3355000000,-231939000000,-9992000000,36062000000,0,1180000000000,62948000000,0,-1094532000000,0,-5335000000,131556000000,0,2488614000000,352440000000,0,-14000000,0,0,2241000000,3153980000000,0,-85000000,0,3153895000000,-38994000000,2610000000,0,0,0,0,0,0,0,-36384000000,0,0,0,0,0,0,0,3117511000000,3730409000000,712000000,6848632000000
2018,1,715004000000,-492234000000,12839000000,30792000000,0,1554000000,-185594000000,-11247000000,72130000000,0,0,561756000000,0,-1700527000000,0,-3194000000,-73449000000,0,582574000000,1360571000000,0,0,0,0,34805000000,834666000000,0,-51000000,0,834615000000,-38656000000,408000000,0,0,0,0,0,0,0,-38248000000,0,0,0,0,0,0,0,796367000000,6848632000000,-182000000,7644817000000
2018,2,811777000000,-546693000000,10846000000,63278000000,0,937000000,-167545000000,-19519000000,154785000000,0,0,733988000000,-152000000,-955363000000,0,-14449000000,-20859000000,0,-665229000000,452209000000,0,0,0,0,55461000000,-259609000000,0,-29242000000,0,-288851000000,-44457000000,1839000000,0,0,0,0,0,0,0,-42618000000,0,0,0,0,0,0,0,-331469000000,7644817000000,1398000000,7314746000000
2018,3,742956000000,-539425000000,16283000000,8697000000,0,5609000000,-226171000000,-12080000000,-1924000000,0,0,-963839000000,152000000,-63687000000,0,-389000000,1662000000,0,356078000000,-266149000000,0,0,0,0,32733000000,-905363000000,0,1949000000,0,-903414000000,-57797000000,7767000000,0,0,0,0,0,0,724000000,-49306000000,0,0,0,0,0,0,0,-952720000000,7314746000000,-967000000,6361059000000
2018,4,882670000000,-550413000000,77569000000,10576000000,0,5941000000,-282383000000,-11828000000,138326000000,0,0,425403000000,-987000000,-2066914000000,0,-32338000000,160143000000,255545000000,691040000000,1535335000000,0,0,300000000000,0,-2633000000,1402920000000,0,-5298000000,0,1397622000000,-132395000000,145944000000,0,0,0,0,0,0,0,13549000000,0,0,0,0,0,0,0,1411171000000,6361059000000,-249000000,7771981000000
2019,1,918743000000,-562318000000,12399000000,1532000000,0,871000000,-193664000000,-14178000000,166326000000,0,0,-388959000000,-125000000,-389227000000,0,-90000000,-203429000000,-255545000000,792424000000,616054000000,0,0,0,0,156158000000,493587000000,0,-74000000,0,493513000000,-45196000000,0,0,0,0,0,0,0,0,-45196000000,0,0,0,0,0,0,0,448317000000,7771981000000,1815000000,8222113000000
2019,2,915779000000,-588744000000,17982000000,21683000000,0,8484000000,-232738000000,-20110000000,124482000000,0,0,475333000000,-6570000000,-1176191000000,0,-2201000000,174942000000,0,2784455000000,936614000000,0,0,300000000000,0,-173571000000,3437293000000,0,-15906000000,0,3421387000000,-5602000000,0,0,0,0,0,0,0,835000000,-4767000000,0,0,0,0,0,0,0,3416620000000,8222113000000,-1815000000,11636918000000
2019,3,960871000000,-629894000000,19590000000,39798000000,0,-8593000000,-247755000000,-13204000000,127984000000,0,0,-278428000000,5628000000,-870010000000,0,-23460000000,30224000000,0,-1733361000000,734982000000,0,0,100000000000,0,12200000000,-1894241000000,0,-2000000,0,-1894243000000,-16901000000,8076000000,0,0,0,0,0,0,0,-8825000000,0,0,0,0,0,0,0,-1903068000000,11636918000000,0,9733850000000
2019,4,1393578000000,-970008000000,25363000000,27556000000,0,1140000000,-297618000000,-764000000,183626000000,0,0,915253000000,1201000000,-1572223000000,0,-102233000000,81226000000,0,2444917000000,1426964000000,0,0,500000000000,0,-19417000000,3859314000000,0,-61000000,0,3859253000000,-23965000000,1372000000,0,0,0,0,0,0,0,-22593000000,0,0,0,0,0,0,0,3836660000000,9733850000000,0,13570510000000
2020,1,972478000000,-624948000000,19307000000,8788000000,0,45738000000,-218989000000,-1391000000,212635000000,0,0,-274981000000,853000000,-350503000000,0,-425000000,-243405000000,0,364035000000,1322567000000,22493000000,0,100000000000,0,18922000000,1172191000000,0,0,0,1172191000000,-7116000000,96595000000,0,0,0,0,0,0,0,89479000000,0,0,0,0,0,0,0,1261670000000,13570510000000,0,14832180000000
2020,2,976107000000,-659691000000,16336000000,48046000000,0,-43205000000,-238876000000,-9017000000,90398000000,0,0,-1545036000000,-7776000000,-316290000000,0,0,132530000000,0,257802000000,2106260000000,-22493000000,0,-100000000000,0,-21949000000,573446000000,0,0,0,573446000000,-4767000000,-48514000000,0,0,0,0,0,0,891000000,-52390000000,0,0,0,0,0,0,0,521056000000,14832180000000,0,15353236000000
