Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2015,4,3420705000000,-1578927000000,1841778000000,861179000000,-759236000000,101943000000,59463000000,28885000000,0,109400000000,0,109400000000,15642000000,2157111000000,-1102522000000,1054589000000,-402259000000,652330000000,-165352000000,0,-165352000000,448450000000,-38528000000,0
2016,1,3471723000000,-1703622000000,1768101000000,179041000000,-60789000000,118252000000,24985000000,11189000000,0,117154000000,0,117154000000,4131000000,2043812000000,-922057000000,1121755000000,-239426000000,882329000000,-175554000000,0,-175554000000,705157000000,-1618000000,0
2016,2,3741095000000,-1883890000000,1857205000000,237428000000,-76430000000,160998000000,1788000000,-11189000000,-41610000000,193662000000,-31376000000,162286000000,80303000000,2209781000000,-887160000000,1322621000000,-342740000000,979881000000,-178220000000,0,-178220000000,799262000000,-2399000000,0
2016,3,4091465000000,-2020466000000,2070999000000,281394000000,-101427000000,179967000000,14256000000,145048000000,0,135802000000,0,135802000000,1872000000,2547944000000,-1075937000000,1472007000000,-545765000000,926242000000,-191388000000,-164000000,-191552000000,757068000000,22378000000,0
2016,4,4248194000000,-1965555000000,2282639000000,600027000000,-376604000000,223423000000,72325000000,0,-1995000000,461577000000,0,461577000000,15851000000,3053820000000,-1289514000000,1764306000000,-902173000000,862133000000,-221708000000,0,-221708000000,585778000000,-54647000000,0
2017,1,4455444000000,-2048832000000,2406612000000,615559000000,-382893000000,232666000000,30258000000,82483000000,0,144265000000,0,144265000000,5440000000,2901724000000,-1210618000000,1691106000000,-579164000000,1111942000000,-222283000000,0,-222283000000,889659000000,0,0
2017,2,4804146000000,-2072192000000,2731954000000,955072000000,-526609000000,428463000000,23656000000,40484000000,0,345485000000,-118682000000,226803000000,27220000000,3478580000000,-1323548000000,2155032000000,-742639000000,1412393000000,-304270000000,-205000000,-304475000000,1074774000000,-33144000000,0
2017,3,5097069000000,-2262098000000,2834971000000,936355000000,-561531000000,374824000000,82329000000,0,42791000000,272318000000,0,272318000000,24482000000,3631715000000,-1539641000000,2092074000000,-614317000000,1477757000000,-283101000000,0,-283101000000,1194656000000,0,0
2017,4,5519367000000,-2273952000000,3245415000000,715853000000,-621130000000,94723000000,65529000000,0,-21313000000,465688000000,0,465688000000,5015000000,3855057000000,-1925432000000,1929625000000,-1315991000000,613634000000,-315452000000,0,-315452000000,298182000000,0,0
2018,1,5616972000000,-2323637000000,3293335000000,898862000000,-583523000000,315339000000,75612000000,275879000000,0,264158000000,0,264158000000,9224000000,4233547000000,-1622846000000,2610701000000,-692224000000,1918477000000,-381333000000,11732000000,-369601000000,1548876000000,0,0
2018,2,6174345000000,-2670497000000,3503848000000,1148049000000,-485504000000,662545000000,99069000000,-177490000000,212752000000,911843000000,-452675000000,459168000000,30843000000,4790735000000,-1926942000000,2863793000000,-952806000000,1910987000000,-422046000000,2491000000,-419555000000,1449332000000,-42100000000,0
2018,3,6363929000000,-2731230000000,3632699000000,1298064000000,-587879000000,710185000000,127165000000,0,-29608000000,356109000000,0,356109000000,2601000000,4799151000000,-1968079000000,2831072000000,-645617000000,2185455000000,-420755000000,-3657000000,-424412000000,1761043000000,0,0
2018,4,6669119000000,-2515504000000,4153615000000,2374087000000,-1498502000000,875585000000,142722000000,0,18955000000,437644000000,0,437644000000,86952000000,5715473000000,-3215935000000,2499538000000,-747084000000,1752454000000,-351023000000,-12881000000,-363904000000,1388550000000,0,0
2019,1,7179485000000,-3044627000000,4134858000000,1231918000000,-473271000000,758647000000,120368000000,181041000000,0,258679000000,0,258679000000,728000000,5454321000000,-2065685000000,3388636000000,-964495000000,2424141000000,-469089000000,-22464000000,-491553000000,1860629000000,-71959000000,0
2019,2,7716318000000,-3321462000000,4394856000000,1668423000000,-613879000000,1054544000000,163888000000,-121708000000,202558000000,561196000000,-140564000000,420632000000,42880000000,6157650000000,-2306748000000,3850902000000,-1399674000000,2451228000000,-470354000000,17487000000,-452867000000,1916482000000,-81879000000,0
2019,3,8048318000000,-3466783000000,4581535000000,1501012000000,-1001594000000,499418000000,187681000000,0,162319000000,899502000000,0,899502000000,14947000000,6345402000000,-2292225000000,4053177000000,-1312142000000,2741035000000,-524994000000,-4895000000,-529889000000,2211146000000,0,0
2019,4,8252483000000,-3363735000000,4888748000000,2019227000000,-1145999000000,873228000000,175541000000,215301000000,0,520585000000,0,520585000000,19672000000,6693075000000,-3059048000000,3634027000000,-1214312000000,2419715000000,-495558000000,2352000000,-493206000000,1869980000000,-56529000000,0
2020,1,8080293000000,-3385082000000,4695211000000,1616446000000,-871560000000,744886000000,159443000000,-15374000000,513232000000,240163000000,0,240163000000,1221000000,6338782000000,-2050500000000,4288282000000,-2092625000000,2195657000000,-407402000000,-5395000000,-412797000000,1712251000000,-70609000000,0
2020,2,7791831000000,-3167834000000,4623997000000,1960643000000,-1015731000000,944912000000,181218000000,49211000000,167440000000,847393000000,-308803000000,538590000000,68274000000,6573642000000,-2433788000000,4139854000000,-1216902000000,2922952000000,-542604000000,9315000000,-533289000000,2262584000000,-127079000000,1666
