Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2012,2,83571772962,-108985614715,-3731925840,-8613353972,0,222689011,-15749892577,0,-53286325131,-1190879091,9000000,0,0,0,0,40174407,-1141704684,0,0,139218854511,-87761861388,0,0,0,51456993123,-2971036692,9822353286,0,6851316594
2012,3,96037781209,-85348343679,-4016582545,-7347085971,0,21290830211,-7127913541,0,13488685684,-605636364,84000000,0,0,0,0,17860910,-503775454,0,0,68227654358,-66819297106,0,0,0,1408357252,14393267482,6851316594,0,21244584076
2012,4,111074691582,-78488489202,-3339615422,-6179628281,0,-127201791,-12982865095,0,9956891791,-2493899881,43000000,0,0,0,0,237777183,-2213122698,0,0,88272385609,-114542072177,0,0,0,-26269686568,-18525917475,21244584076,-6297167,2712369434
2013,1,100737337780,-83030700716,-5449189477,-5951570459,-1528259563,791817494,-7847706530,0,-2278271471,-6278542837,5149050000,0,0,0,0,7706339,-1121786498,0,0,92030697984,-89159250015,0,0,0,2871447969,-528610000,2712369434,0,2183759434
2013,2,107696090519,-87523342919,-4371292811,-5400111903,0,7043760039,-9702880474,0,7742222451,-572150000,3058301718,0,0,0,2765248000,6779330,5258179048,0,0,94424678946,-106629408728,0,0,0,-12204729782,795671717,2183759434,4022013,2983453164
2013,3,124188066614,-85295299503,-4444616635,-4208111394,0,10924737943,-9287121424,0,31877655601,-1674833800,357059315,0,0,0,5400000000,3628939,4085854454,0,0,91773714065,-127251408946,0,0,0,-35477694881,485815174,2983453164,-16100718,3453167620
2013,4,145032552392,-87982475267,-6839945283,13433228287,-17036118183,12456695061,-21069230446,0,37994706561,-5190334470,1521674585,0,0,0,7164035345,3637403,3499012863,0,0,91629850151,-131303897914,0,0,0,-39674047763,1819671661,3453167620,-5122287,5267716994
2014,1,123937743440,-110602819044,-6997557744,-2379657244,-3186100754,835401132,-11021658962,0,-9414649176,-1007690608,630000000,0,0,0,500000000,31587520,153896912,0,0,108577897124,-98531857607,0,0,0,10046039517,785287253,5267716994,0,6053004247
2014,2,135114826740,-99845415050,-5728831490,-2184096578,-2645933311,7879866017,-12502967490,0,20087448838,-3366389099,1964096000,0,0,0,11154200000,4115898,9756022799,0,0,100595387507,-130348013077,0,0,0,-29752625570,90846067,6053004247,16884512,6160734826
2014,3,152371143284,-120676745339,-6168100130,-1703839587,-3520337719,771288585,-11096680640,7473349568,9976728454,-14063890738,10780000,0,0,0,668996655,497680524,-12886433559,0,0,134325505878,-119894778762,0,-14864283000,0,-433555884,-3343260989,6160734826,-14763204,2802710633
2014,4,145219218404,-111974294324,-6157407841,-1525284902,-3398155515,679910561,-17615190406,0,5228795977,-4512576312,139000000,0,0,0,0,2794288,-4370782024,6900910000,0,120104337177,-124035467854,0,-50000000,0,2919779323,3777793276,2802710633,-16995,6580486914
2015,1,150369369055,-110066879358,-7690120124,-1174267747,-2740549038,1040947704,-14499705439,0,15238795053,-1355088396,0,0,0,0,0,22777514,-1332310882,0,0,106944558425,-126556324825,0,0,0,-19611766400,-5705282229,6580486914,912901,876117586
2015,2,173432319152,-128025391951,-6887610493,-1148736275,-3529962572,873920151,-13002648875,0,21711889137,-4738161209,95240000,0,0,0,0,199889894,-4443031315,0,0,133473405306,-129032338678,0,-15009002850,0,-10567936222,6700921600,876117586,-179076,7576860110
2015,3,165524706860,-123517072606,-7464638393,-1000784165,-5965841191,363864907,-11002264898,7915469056,16937970514,-2162152200,100000000,0,0,-2600000000,0,8952378,-4653199822,0,0,124067732102,-140827512276,0,0,0,-16759780174,-4475009482,7576860110,-590252,3101260376
2015,4,189788526011,-111884469639,-8319591608,-734895588,-6170386332,599640925,-14705015130,8382058147,48573808639,-25365793702,6830000,0,0,0,0,193021456,-25165942246,0,0,127391942187,-135628045935,0,-16523829650,0,-24759933398,-1352067005,3101260376,-131774,1749061597
2016,1,162030995026,-129430732114,-9704155425,-697235303,0,624768098,-12021591453,8936172176,10802048829,-4617018117,130000000,-50000000000,0,0,0,49489467,-54437528650,162000000000,0,122889010292,-129030926999,0,-232500000,0,155625583293,111990103472,1749061597,-79151,113739085918
2016,2,0,0,0,0,0,0,0,0,2702614490,-9797306236,97272727,0,0,0,0,1138182230,-8561851279,-2967500000,0,94876012094,-107583109052,0,0,0,-15674596958,-21533833747,113739085918,187936,92205440107
2016,3,0,0,0,0,0,0,0,0,-102970320159,3309296977,22727273,0,0,0,0,660208771,3992233021,0,0,159200593177,-116523564445,0,-23169101000,0,19507927732,-79470159406,92205440107,-206136,12735074565
2016,4,226528123215,-5300748536,-8606637782,-979157981,-4437401922,1562759253,-16947059458,0,191819876789,-136361179000,687014750,-10000000000,0,0,0,14838073,-145659326177,0,0,121033703559,-145234185405,0,0,0,-24200481846,21960068766,12735074565,340681,34695484012
2017,1,175919747066,-160316835414,-12295812058,-774475034,0,295501278,-12592486264,9096914109,-9764360426,-16995452755,330000000,0,50000000000,0,0,3774466548,37109013793,0,0,133573085769,-132990665713,0,0,0,582420056,27927073423,34695484012,35385,62622592820
2017,2,0,0,0,0,0,0,0,9176957724,11231888426,-15076108962,226628072,0,0,0,0,1082039964,-13767440926,0,0,153496206431,-151230445277,0,0,0,2265761154,-269791346,62622592820,-177888,62352623586
2017,3,0,0,0,0,0,0,0,0,2102628793,-245497950169,745162808,0,0,0,0,190770900,-244562016461,360000000,0,331888248418,-134169507996,0,0,0,198078740422,-44380647246,62352623586,361323,17972337663
2017,4,257221821975,-146190112786,-9005448739,-3646251703,-7712991878,825289536,-36270300838,0,55222005567,-184879835264,208700000,-2000000000,10000000000,0,0,970913209,-175700222055,113343460000,0,254666396910,-154321841438,0,0,0,213688015472,93209798984,17972337663,-162767,111181973880
2018,1,200281079226,-231413820096,-10569333276,-5608214288,-642150067,49572478751,-27667819732,10089741164,-26047779482,-225897602237,1200000,0,0,0,0,655788337,-225240613900,0,0,391252605308,-176887537830,0,0,0,214365067478,-36923325904,111181973880,489527,74259137503
2018,2,0,0,0,0,0,0,0,0,76437668350,-186107372924,158981818,0,0,0,0,466883384,-185481507722,0,0,254933684084,-190673648645,0,0,0,64260035439,-44783803933,74259137503,-411639,29474921931
2018,3,0,0,0,0,0,0,0,0,-127217987776,-33479469193,2600518183,0,0,0,0,221741618,-30657209392,0,0,305006515360,-147067848242,0,0,0,157938667118,63469950,29474921931,553545,29538945426
2018,4,235865677881,-207569881719,-8972145583,-14039893802,-5435665566,11607187258,-13937679197,0,-2482400728,-57569008327,1100000,0,0,0,0,362887753,-57205020574,3963744000,0,235614925192,-180897220145,0,0,0,58681449047,-1005972255,29538945426,-883008,28532090163
2019,1,237933096315,-128368944974,-13975417405,-14439813827,-4952288226,6414545090,-10161643988,8743566969,72449532985,-62841401739,861500001,0,0,0,0,370687083,-61609214655,58063842000,0,157097393744,-189775573342,0,0,0,25385662402,36225980732,28532090163,-67555,64758003340
2019,2,0,0,0,0,0,0,0,0,-50996690287,13520105057,-846954546,0,0,0,0,681712785,13354863296,0,0,183327947639,-157942979964,0,0,0,25384967675,-12256859316,64758003340,51025,52501195049
2019,3,0,0,0,0,0,0,0,14535865743,137669478495,-138747893352,1043954546,0,0,0,0,333253160,-137370685646,0,0,272015427346,-279400222067,0,0,0,-7384794721,-7086001872,52501195049,-220855,45414972322
2019,4,684453087988,-378228742165,-15013622245,-14719418064,-6126772253,4077339109,-42269367965,0,232172504405,-32993970611,3794183000,-6000000000,6017104347,0,0,718492387,-28464190877,38063000000,0,307085145455,-437936545636,0,0,0,-92788400181,110919913347,45414972322,37673,156334923342
2020,1,684901110155,-509433320590,-25060176322,-13356601863,-24553467771,2818281718,-46779360214,0,68536465113,-4658091642,315000000,0,0,0,0,507062326,-3836029316,0,0,389049046922,-460326022574,0,-52380586550,0,-123657562202,-58957126405,156334923342,346147483,97723944420
2020,2,717171401550,-492617255310,-17240237406,-10901190038,0,4200868849,-54641921892,0,145971665753,-9033224888,0,-500000000,0,0,0,444768449,-9088456439,0,0,381038697411,-508296558291,0,-54448826250,0,-181706687130,-44823477816,97723944420,-340251787,52560214817
