Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2015,2,507562030626,0,507562030626,-491017134156,16544896470,4100714303,-345781481,-156101481,-121495506,-12309126188,7869207598,488818515,-175155208,313663307,0,8182870905,-1020095662,0,-1020095662,7162775243,0,7162775243,895,0
2015,3,500279733398,0,500279733398,-486927369770,13352363628,709600266,-194040188,-194040188,-117423121,-3111210261,10639290324,609690342,0,609690342,0,11248980666,-2455124978,0,-2455124978,8793855688,0,8793855688,1099,0
2015,4,526481480656,0,526481480656,-512867402187,13614078469,224572768,-309128694,-166868694,-122423121,-11057139535,2349959887,1625226693,0,1625226693,0,3975186580,-635670840,0,-635670840,3339515740,0,3339515740,417,0
2016,1,469435461137,0,469435461137,-454801047181,14634413956,259307159,-186052621,-186052621,-119309962,-3595720853,10992637679,117577326,-5686,117571640,0,11110209319,-2405004570,0,-2405004570,8705204749,0,8705204749,1088,0
2016,2,610561853750,0,610561853750,-598308893842,12252959908,518849008,-370901449,-229373231,-119693324,-2850091130,9431123013,4098146,0,4098146,0,9435221159,-1661179494,0,-1661179494,7774041665,0,7774041665,972,0
2016,3,570062123101,0,570062123101,-555139668702,14922454399,3802514542,-69510543,-69510543,-135426658,-1966956347,16553075393,7927041,0,7927041,0,16561002434,-2642963527,0,-2642963527,13918038907,0,13918038907,1740,0
2016,4,583382492832,0,583382492832,-564849448702,18533044130,386542822,-46763889,-46763889,-184924059,-2737319408,15950579596,260671196,0,260671196,0,16211250792,-3203556017,0,-3203556017,13007694775,0,13007694775,1626,0
2017,1,497046590122,0,497046590122,-481011935388,16034654734,308401765,-84963014,-84963014,-158877553,15471256391,31570472323,54496324,-54496126,198,0,31570472521,-6314094505,0,-6314094505,25256378016,0,25256378016,3157,0
2017,2,574973423604,0,574973423604,-552118366526,22855057078,3755885081,-722746781,-60191781,-142697799,-8201609555,17543888024,84024715,0,84024715,0,17627912739,-2868140648,0,-2868140648,14759772091,0,14759772091,787,0
2017,3,616390669690,0,616390669690,-599902725503,16487944187,372175024,-223356805,-50256805,-141441360,-3668645573,12826675473,48033628,0,48033628,0,12874709101,-2574941820,0,-2574941820,10299767281,0,10299767281,1287,0
2017,4,604939498395,0,604939498395,-589947105399,14992392996,438047318,-174302178,-50219178,-141992350,-3703118617,11411027169,1351502056,0,1351502056,0,12762529225,-2552505845,0,-2552505845,10210023380,0,10210023380,1276,0
2018,1,584619943525,0,584619943525,-566937004120,17682939405,445449584,-598061658,-803061658,-154651875,-4027104491,13348570965,9985609,0,9985609,0,13358556574,-2671711315,0,-2671711315,10686845259,0,10686845259,1336,0
2018,2,640317776278,0,640317776278,-620315365896,20002410382,5189659620,-983311549,-603951549,-193099445,-3968913193,20046745815,24655502,0,24655502,0,20071401317,-3120909064,0,-3120909064,16950492253,0,16950492253,1670,0
2018,3,647871056412,0,647871056412,-626941117995,20929938417,949753671,-659991519,-760074519,-154791551,-3676088493,17388820525,56970977,0,56970977,0,17445791502,-3409831100,0,-3409831100,14035960402,0,14035960402,1754,0
2018,4,671777468328,0,671777468328,-656513510083,15263958245,518277922,-519648919,-565481919,-152820097,-4280682998,10829084153,34972727,0,34972727,0,10864056880,-2177611376,0,-2177611376,8686445504,0,8686445504,1086,0
2019,1,591909177006,0,591909177006,-573203598890,18705578116,299781031,634969111,-571575889,-159637262,-4316709637,15163981359,16309218,0,16309218,0,15180290577,-3036058117,0,-3036058117,12144232460,0,12144232460,1518,0
2019,2,714917275094,0,714917275094,-692753000977,22164274117,3476814644,-1051968645,-472301645,-150852414,-4493716359,19944551343,59552053,0,59552053,0,20004103396,-3409239880,0,-3409239880,16594863516,0,16594863516,1536,0
2019,3,719963162104,0,719963162104,-696467174888,23495987216,874732255,-408029041,-408029041,-148694701,-3716888434,20097107295,1012142,0,1012142,0,20098119437,-3959762125,0,-3959762125,16138357312,0,16138357312,2017,0
2019,4,724598624544,-1733192521,722865432023,-700772611942,22092820081,625881267,150098606,-496396094,-148547717,-4198230522,18522021715,2536344,-165310600,-162774256,0,18359247459,-3708511611,0,-3708511611,14650735848,0,14650735848,1831,0
2020,1,635769226677,0,635769226677,-615294293651,20474933026,2918107724,-621293724,-621293724,-166582938,-3847595900,18757568188,9943483,0,9943483,0,18767511671,-3258118336,0,-3258118336,15509393335,0,15509393335,1939,0
2020,2,574888874000,0,574888874000,-555106385747,19782488253,674595393,137832834,-578438409,-160667128,-4096544275,16337705077,681079,-28787668,-28106589,0,16309598488,-3269459048,0,-3269459048,13040139440,0,13040139440,1630,0
