Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,3,5188029421,-2442353240,-654410499,-133526,-29363345,3980711842,-5278961479,0,763519174,-9200000,-22093074,0,0,0,0,16507274,-14785800,0,0,5002063949,-6339382068,0,0,0,-1337318119,-588584745,863533039,0,274948294
2014,4,5721738707,-2853728862,-667854065,-2814583,0,3851046359,-4569811672,0,1478575884,0,-21691626,0,0,-1074296952,0,79143,-1095909435,0,-1720000,786000000,-406137906,0,0,0,378142094,760808543,274948294,0,1035756837
2015,1,18547198399,-11428551976,-1231476112,0,0,11436008609,-15285648411,0,2037530509,0,934626,0,0,-326115855,0,31777080,-293404149,0,-2463000,0,-457169200,-457169200,0,0,-916801400,827324960,1033400259,0,1860725219
2015,2,118879322911,-7558173940,-879476946,0,0,1164897928,75349741476,0,186956311429,0,5790750,0,0,0,0,23006338,28797088,0,0,599845217,-85021435168,-84886666644,0,0,-169308256595,17676851922,1860725219,0,19537577141
2015,3,2556469784,-1053496769,-736475513,0,0,5989362064,19641393364,0,26397252930,0,32214947,0,0,0,0,34517380,66732327,0,0,36000000000,-36152973403,-36091608357,0,0,-36244581760,-9780596503,19537577141,0,9756980638
2015,4,1360942567,-717830478,-716149266,-71602970,0,3466112584,-2272947303,0,1048525134,0,13364930,0,0,0,0,13375769,26740699,0,0,7300000000,-8105352840,-8095000000,0,0,-8900352840,-7825087007,9756980638,0,1931893631
2016,1,21500163486,-4317170968,-743532829,-145350000,-642527826,4613818564,-18937254808,0,1328145619,0,-95115871,0,0,0,0,1767669,-93348202,0,0,1600000000,-1305111110,-2900000000,0,0,-2605111110,-1370313693,1931840285,0,561526592
2016,3,0,0,0,0,0,0,0,0,10439215463,0,-95418241,0,0,0,0,1695807,-93722434,-257600000,257600000,0,-15406972,-8900000000,0,0,-8915406972,1430086057,1871877209,0,3301963266
2016,4,76485941401,-442353889,-764437904,0,0,23997230188,11041952619,0,110318332415,0,-11780315,-51000000000,10000000000,0,0,2447498959,-38564281356,1611726977,0,0,-309295189,-304184079,0,0,998247709,72752298768,3301963266,0,76054262034
2017,1,5320319960,0,-597879608,-216207317,0,12369733453,-25685469937,0,-8809503449,0,-35805780,-42000000000,11000000000,0,0,278353412,-30757452368,0,0,11553877042,-4716771112,0,0,0,6837105930,-32729849887,55379930802,0,22650080915
2017,2,0,0,0,0,0,0,0,0,15026514422,-32727273,55805780,-32000000000,75994850410,-29100000000,0,10052750497,24970679414,0,0,36446122958,-36000000000,0,0,0,446122958,40443316794,22650080915,0,63093397709
